Date,Open,Volume,Change,Colour
"Monday, 30 August 1993",0.236607,273739200,-1.851736625,Red
"Tuesday, 31 August 1993",0.236607,127870400,0,Blue
"Wednesday, 1 September 1993",0.236607,225568000,0,Blue
"Thursday, 2 September 1993",0.232143,282262400,-1.886672837,Red
"Friday, 3 September 1993",0.232143,162937600,0,Blue
"Tuesday, 7 September 1993",0.232143,143539200,0,Blue
"Wednesday, 8 September 1993",0.234375,226632000,0.961476331,Blue
"Thursday, 9 September 1993",0.238839,149531200,1.90464,Blue
"Friday, 10 September 1993",0.234375,134489600,-1.869041488,Red
"Monday, 13 September 1993",0.234375,255785600,0,Blue
"Tuesday, 14 September 1993",0.216518,276640000,-7.618986667,Red
"Wednesday, 15 September 1993",0.21875,257723200,1.030861176,Blue
"Thursday, 16 September 1993",0.216518,85960000,-1.020342857,Red
"Friday, 17 September 1993",0.217634,172032000,0.515430588,Blue
"Monday, 20 September 1993",0.225446,111036800,3.589512668,Blue
"Tuesday, 21 September 1993",0.220982,146496000,-1.980075051,Red
"Wednesday, 22 September 1993",0.216518,110488000,-2.020074033,Red
"Thursday, 23 September 1993",0.227679,130950400,5.154767733,Blue
"Friday, 24 September 1993",0.223214,76574400,-1.961094348,Red
"Monday, 27 September 1993",0.223214,113176000,0,Blue
"Tuesday, 28 September 1993",0.220982,94550400,-0.99993728,Red
"Wednesday, 29 September 1993",0.216518,236745600,-2.020074033,Red
"Thursday, 30 September 1993",0.214286,274904000,-1.030861176,Red
"Friday, 1 October 1993",0.203125,335988800,-5.208459722,Red
"Monday, 4 October 1993",0.202009,192841600,-0.549415385,Red
"Tuesday, 5 October 1993",0.205357,176310400,1.6573519,Blue
"Wednesday, 6 October 1993",0.212054,175280000,3.261150095,Blue
"Thursday, 7 October 1993",0.209821,134904000,-1.053033661,Red
"Friday, 8 October 1993",0.207589,139406400,-1.063763875,Red
"Monday, 11 October 1993",0.203125,161145600,-2.15040296,Red
"Tuesday, 12 October 1993",0.214286,306342400,5.494646154,Blue
"Wednesday, 13 October 1993",0.216518,177004800,1.041598611,Blue
"Thursday, 14 October 1993",0.214286,160686400,-1.030861176,Red
"Friday, 15 October 1993",0.247768,955248000,15.6249125,Blue
"Monday, 18 October 1993",0.25,332998400,0.900842724,Blue
"Tuesday, 19 October 1993",0.252232,213572800,0.8928,Blue
"Wednesday, 20 October 1993",0.25,138409600,-0.884899616,Red
